DISTRICT NUMBER,DISTRICT NAME,YEAR,REPORT_CHARTER_STATUS,ALL FUNDS-LOCAL TAX REVENUE FROM M&O,ALL FUNDS-STATE REVENUE,ALL FUNDS-OTHER LOCAL & INTERMEDIATE REVENUE,ALL FUNDS-LOCAL PROPERTY TAXES FROM I&S,ALL FUNDS-STATE DEBT FUNDS,ALL FUNDS-OTHER RECEIPTS,ALL FUNDS-DEBT SERVICE FINANCING RELATED REVENUE,Revenue Sum,Revenue Sum w/ Debt,2018-2019 ADA,Asian,Black or African American,Hispanic/Latino,Two or more races,White,American Indian or Alaska Nat,Native Hawaiian/Other Pacific,Total Ethnicity,All Students Count,# Economically Disadvantaged,% Economically Disadvantaged,# LEP Students,% LEP Students,# Special Education,% Special Education,Charter Dummy,Traditional Dummy,Percent Asian,Percent Black,Percent Hispanic,Percent White,Percent Minority,Percent Econ. Disadvantaged,Percent LEP,Percent SPED
008902,SEALY ISD,2019,Traditional ISD/CSD,14940501,8789374,1570876,3782431,54508,285332,0,29423022,29423022,2583.5679999999998,26,231,1406,75,1061,4,0,2803,2751,1636,59.5,406,14.8,268,9.7,0,1,0.00927577595433464,0.08241170174812701,0.5016054227613271,0.37852301105957903,0.621476988940421,0.5946928389676481,0.1475826972010178,0.09741912031988367
008903,BRAZOS ISD,2019,Traditional ISD/CSD,3155691,5374567,479089,1222650,33227,0,0,10265224,10265224,782.569,3,76,435,19,294,0,0,827,825,529,64.1,128,15.5,92,11.2,0,1,0.0036275695284159614,0.09189842805320435,0.5259975816203144,0.3555018137847642,0.6444981862152358,0.6412121212121212,0.15515151515151515,0.11151515151515151
009901,MULESHOE ISD,2019,Traditional ISD/CSD,3370486,10854826,594383,510406,551894,0,450000,15881995,16331995,1306.4250000000002,6,8,1202,4,196,1,0,1417,1414,1217,86.1,330,23.3,191,13.5,0,1,0.004234297812279464,0.0056457304163726185,0.8482709950599859,0.13832039520112915,0.8616796047988708,0.8606789250353607,0.2333804809052334,0.13507779349363508
010901,MEDINA ISD,2019,Traditional ISD/CSD,2564243,1001160,161292,463296,0,194156,0,4384147,4384147,275.07099999999997,0,4,87,9,206,0,0,306,306,189,61.8,5,1.6,37,12.1,0,1,0,0.013071895424836602,0.28431372549019607,0.673202614379085,0.32679738562091504,0.6176470588235294,0.016339869281045753,0.12091503267973856
010902,BANDERA ISD,2019,Traditional ISD/CSD,15058886,1786461,2420071,2066047,58008,1300910,0,22690383,22690383,2026.28,8,8,755,55,1402,4,2,2234,2230,1192,53.5,97,4.3,279,12.5,0,1,0.0035810205908683975,0.0035810205908683975,0.337958818263205,0.6275738585496866,0.37242614145031333,0.5345291479820627,0.04349775784753363,0.1251121076233184
011901,BASTROP ISD,2019,Traditional ISD/CSD,40997146,48228420,2808069,15954951,664909,540000,0,109193495,109193495,10183.883,46,411,7465,323,2806,20,10,11081,11043,7785,70.5,3075,27.8,1199,10.9,0,1,0.004151249887194296,0.03709051529645339,0.6736756610414223,0.2532262431188521,0.7467737568811479,0.7049714751426243,0.2784569410486281,0.10857556823326994
011902,ELGIN ISD,2019,Traditional ISD/CSD,15626669,24204935,2707306,5001657,1079655,3051141,0,51671363,51671363,4062.3940000000002,17,494,3043,102,793,5,3,4457,4438,3432,77.3,1381,31.1,456,10.3,0,1,0.003814224814897913,0.11083688579762171,0.6827462418667265,0.17792236930670854,0.8220776306932914,0.7733213159080667,0.31117620549797204,0.10274898602974313
011904,SMITHVILLE ISD,2019,Traditional ISD/CSD,9735715,7132875,833492,2182351,29254,0,12203,19913687,19925890,1670.996,14,129,574,76,1005,4,0,1802,1800,1060,58.9,128,7.1,192,10.7,0,1,0.00776914539400666,0.07158712541620421,0.31853496115427304,0.5577136514983352,0.4422863485016648,0.5888888888888889,0.07111111111111111,0.10666666666666667
011905,MCDADE ISD,2019,Traditional ISD/CSD,1100452,2624609,115845,63928,33073,44597,0,3982504,3982504,345.015,0,5,180,3,194,0,0,382,382,233,61,60,15.7,36,9.4,0,1,0,0.013089005235602094,0.4712041884816754,0.5078534031413613,0.49214659685863876,0.6099476439790575,0.15706806282722513,0.09424083769633508
012901,SEYMOUR ISD,2019,Traditional ISD/CSD,1940359,4154296,580438,256323,103859,58210,0,7093485,7093485,547.721,2,8,113,28,431,0,0,582,582,338,58.1,1,0.2,74,12.7,0,1,0.003436426116838488,0.013745704467353952,0.19415807560137457,0.7405498281786942,0.25945017182130586,0.5807560137457045,0.001718213058419244,0.12714776632302405
013801,ST MARY'S ACADEMY CHARTER SCHOOL,2019,Open Enrollment Charter,0,4159657,109321,0,0,0,0,4268978,4268978,407.242,10,7,341,9,63,0,0,430,430,355,82.6,7,1.6,35,8.1,1,0,0.023255813953488372,0.01627906976744186,0.7930232558139535,0.14651162790697675,0.8534883720930233,0.8255813953488372,0.01627906976744186,0.08139534883720931
013901,BEEVILLE ISD,2019,Traditional ISD/CSD,8942516,18641564,1576623,309811,465408,0,850795,29935922,30786717,2967.774,9,91,2781,31,415,0,3,3330,3305,2793,84.5,79,2.4,338,10.2,0,1,0.002702702702702703,0.027327327327327327,0.8351351351351352,0.12462462462462462,0.8753753753753754,0.8450832072617247,0.02390317700453858,0.10226928895612708
013902,PAWNEE ISD,2019,Traditional ISD/CSD,2706888,237158,1246947,771699,3641,58110,0,5024443,5024443,248.296,2,4,248,3,61,0,0,318,318,270,84.9,6,1.9,15,4.7,0,1,0.006289308176100629,0.012578616352201259,0.779874213836478,0.1918238993710692,0.8081761006289309,0.8490566037735849,0.018867924528301886,0.04716981132075472
013903,PETTUS ISD,2019,Traditional ISD/CSD,3966839,1167312,190830,1762325,2874,0,0,7090180,7090180,384.686,0,3,282,3,130,2,0,420,417,312,74.8,2,0.5,44,10.6,0,1,0,0.007142857142857143,0.6714285714285714,0.30952380952380953,0.6904761904761905,0.7482014388489209,0.004796163069544364,0.10551558752997602
013905,SKIDMORE-TYNAN ISD,2019,Traditional ISD/CSD,1749758,6868406,234590,516537,363159,582936,0,10315386,10315386,780.7830000000001,5,10,574,8,231,4,2,834,826,533,64.5,14,1.7,88,10.7,0,1,0.005995203836930456,0.011990407673860911,0.6882494004796164,0.27697841726618705,0.7230215827338129,0.6452784503631961,0.01694915254237288,0.10653753026634383
014801,RICHARD MILBURN ALTER HIGH SCHOOL,2019,Open Enrollment Charter,0,17016159,138961,0,0,0,0,17155120,17155120,1568.856,7,270,1226,26,415,5,3,1952,1949,1331,68.3,110,5.6,204,10.5,1,0,0.003586065573770492,0.13831967213114754,0.6280737704918032,0.21260245901639344,0.7873975409836066,0.6829143150333504,0.05643919958953309,0.10466906105695228
014803,PRIORITY CHARTER SCHOOLS,2019,Open Enrollment Charter,0,7267257,270928,0,0,0,0,7538185,7538185,693.7990000000001,27,139,210,45,359,4,5,789,789,455,57.7,40,5.1,97,12.3,1,0,0.034220532319391636,0.1761723700887199,0.2661596958174905,0.4550063371356147,0.5449936628643853,0.5766793409378961,0.050697084917617236,0.1229404309252218
014804,ORENDA CHARTER SCHOOL,2019,Open Enrollment Charter,0,15224404,776772,0,0,0,0,16001176,16001176,1657.922,61,65,371,85,1133,3,2,1720,1719,264,15.4,22,1.3,165,9.6,1,0,0.035465116279069765,0.0377906976744186,0.21569767441860466,0.6587209302325582,0.3412790697674419,0.15357766143106458,0.012798138452588714,0.09598603839441536
014901,ACADEMY ISD,2019,Traditional ISD/CSD,4391449,8652147,927908,1260447,490193,1005000,0,16727144,16727144,1559.8809999999999,15,102,354,58,1103,13,7,1652,1641,731,44.5,80,4.9,149,9.1,0,1,0.009079903147699757,0.06174334140435835,0.21428571428571427,0.6676755447941889,0.33232445520581116,0.445460085313833,0.04875076173065204,0.09079829372333943
014902,BARTLETT ISD,2019,Traditional ISD/CSD,1201668,2261206,104061,135281,24867,3500,0,3730583,3730583,323.515,0,40,225,9,68,1,0,343,342,287,83.9,55,16.1,30,8.8,0,1,0,0.11661807580174927,0.6559766763848397,0.19825072886297376,0.8017492711370262,0.8391812865497076,0.1608187134502924,0.08771929824561403
014903,BELTON ISD,2019,Traditional ISD/CSD,36103573,60954331,5619758,13730699,3131271,323140,0,119862772,119862772,11062.872,233,792,3993,525,6239,56,47,11885,11861,5402,45.5,759,6.4,1497,12.6,0,1,0.019604543542280185,0.06663862010938157,0.3359697097181321,0.5249474127050905,0.47505258729490957,0.45544220554759296,0.06399123176797909,0.1262119551471208
014905,HOLLAND ISD,2019,Traditional ISD/CSD,1275643,4803686,1597028,433144,385078,0,0,8494579,8494579,608.505,0,20,183,18,433,2,0,656,656,321,48.9,19,2.9,56,8.5,0,1,0,0.03048780487804878,0.27896341463414637,0.6600609756097561,0.3399390243902439,0.4893292682926829,0.028963414634146343,0.08536585365853659
014906,KILLEEN ISD,2019,Traditional ISD/CSD,76977439,251780145,9635159,16339647,3044948,357282,127024841,358134620,485159461,40540.108,1071,15742,13739,3441,9784,270,927,44974,44919,27668,61.6,4715,10.5,5617,12.5,0,1,0.02381375906079068,0.3500244585760662,0.30548761506648286,0.21754791657402053,0.7824520834259795,0.6159531601326833,0.10496671786994367,0.12504730737549813
014907,ROGERS ISD,2019,Traditional ISD/CSD,1994255,5633221,466624,589984,403946,60000,0,9148030,9148030,811.808,5,12,273,14,561,4,0,869,867,448,51.7,42,4.8,71,8.2,0,1,0.005753739930955121,0.01380897583429229,0.3141542002301496,0.6455696202531646,0.35443037974683544,0.5167243367935409,0.04844290657439446,0.08189158016147635
014908,SALADO ISD,2019,Traditional ISD/CSD,8752761,6265804,1164040,1632747,37391,0,0,17852743,17852743,1843.4050000000002,12,26,428,75,1401,5,2,1949,1948,535,27.5,98,5,129,6.6,0,1,0.0061570035915854285,0.013340174448435094,0.21959979476654695,0.7188301693175988,0.28116983068240126,0.2746406570841889,0.050308008213552365,0.0662217659137577
014909,TEMPLE ISD,2019,Traditional ISD/CSD,34747595,38112406,12492057,11264731,213826,12826,130550,96843441,96973991,7877.314,137,2338,3934,322,1978,22,21,8752,8698,6261,72,1055,12.1,1025,11.8,0,1,0.015653564899451553,0.2671389396709324,0.44949725776965266,0.2260054844606947,0.7739945155393053,0.7198206484249253,0.12129225109220511,0.11784318234076799
014910,TROY ISD,2019,Traditional ISD/CSD,3661721,8648947,877018,927125,474277,0,0,14589088,14589088,1448.9,4,28,423,52,1030,5,0,1542,1539,788,51.2,56,3.6,201,13.1,0,1,0.0025940337224383916,0.018158236057068743,0.27431906614785995,0.6679636835278858,0.3320363164721141,0.5120207927225471,0.036387264457439894,0.13060428849902533
015801,POR VIDA ACADEMY,2019,Open Enrollment Charter,0,2338994,2632275,0,0,0,0,4971269,4971269,199.816,0,4,216,2,7,0,0,229,228,196,86,5,2.2,23,10.1,1,0,0,0.017467248908296942,0.9432314410480349,0.03056768558951965,0.9694323144104804,0.8596491228070176,0.021929824561403508,0.10087719298245613
015802,GEORGE GERVIN ACADEMY,2019,Open Enrollment Charter,0,9103752,198217,0,0,0,0,9301969,9301969,804.814,3,424,554,21,47,5,0,1054,1054,1054,100,187,17.7,73,6.9,1,0,0.0028462998102466793,0.40227703984819735,0.5256166982922201,0.04459203036053131,0.9554079696394687,1,0.1774193548387097,0.06925996204933586
015805,NEW FRONTIERS PUBLIC SCHOOLS INC,2019,Open Enrollment Charter,0,5644208,96602,0,0,0,0,5740810,5740810,573.6030000000001,1,24,607,5,25,0,1,663,663,586,88.4,73,11,38,5.7,1,0,0.0015082956259426848,0.03619909502262444,0.9155354449472096,0.03770739064856712,0.9622926093514329,0.8838612368024132,0.11010558069381599,0.05731523378582202
015806,SCHOOL OF EXCELLENCE IN EDUCATION,2019,Open Enrollment Charter,0,5990362,146097,0,0,0,0,6136459,6136459,556.545,6,177,433,16,15,0,2,649,649,599,92.3,123,19,52,8,1,0,0.009244992295839754,0.2727272727272727,0.6671802773497689,0.023112480739599383,0.9768875192604006,0.9229583975346687,0.18952234206471494,0.08012326656394453
015807,SOUTHWEST PREPARATORY SCHOOL,2019,Open Enrollment Charter,0,8870946,2653044,0,0,0,0,11523990,11523990,857.9019999999999,1,129,644,36,170,2,1,983,983,812,82.6,105,10.7,107,10.9,1,0,0.001017293997965412,0.13123092573753814,0.6551373346897253,0.17293997965412003,0.82706002034588,0.8260427263479145,0.10681586978636826,0.10885045778229908
015808,INSPIRE ACADEMIES,2019,Open Enrollment Charter,0,10260103,845560,0,0,13474145,0,24579808,24579808,806.979,6,108,452,19,278,0,1,864,863,529,61.3,16,1.9,194,22.5,1,0,0.006944444444444444,0.125,0.5231481481481481,0.32175925925925924,0.6782407407407407,0.6129779837775203,0.01853997682502897,0.22479721900347624
015809,BEXAR COUNTY ACADEMY,2019,Open Enrollment Charter,0,2917920,434708,0,0,0,0,3352628,3352628,270.78299999999996,0,21,316,2,10,0,0,349,349,328,94,76,21.8,33,9.5,1,0,0,0.06017191977077364,0.9054441260744985,0.02865329512893983,0.9713467048710601,0.9398280802292264,0.2177650429799427,0.09455587392550144
015814,POSITIVE SOLUTIONS CHARTER SCHOOL,2019,Open Enrollment Charter,0,1094922,476637,0,0,0,0,1571559,1571559,102.142,0,13,113,0,5,0,0,131,131,109,83.2,3,2.3,14,10.7,1,0,0,0.09923664122137404,0.8625954198473282,0.03816793893129771,0.9618320610687023,0.8320610687022901,0.022900763358778626,0.10687022900763359
015815,HERITAGE ACADEMY,2019,Open Enrollment Charter,0,5867326,56268,0,0,0,0,5923594,5923594,585.303,1,83,474,12,60,3,2,635,635,427,67.2,222,35,46,7.2,1,0,0.0015748031496062992,0.13070866141732285,0.7464566929133858,0.09448818897637795,0.905511811023622,0.6724409448818898,0.34960629921259845,0.07244094488188976
015822,JUBILEE ACADEMIES,2019,Open Enrollment Charter,0,54438484,1530780,0,0,0,0,55969264,55969264,5469.125000000001,57,426,4902,83,479,9,1,5957,5957,4215,70.8,1316,22.1,412,6.9,1,0,0.00956857478596609,0.07151250629511499,0.8228974315930838,0.08040960214873258,0.9195903978512674,0.7075709249622293,0.2209165687426557,0.06916233003189524
015825,LIGHTHOUSE CHARTER SCHOOL,2019,Open Enrollment Charter,0,2956333,30326,0,0,63920,0,3050579,3050579,293.133,0,21,291,6,14,0,0,332,332,293,88.3,84,25.3,21,6.3,1,0,0,0.06325301204819277,0.8765060240963856,0.04216867469879518,0.95783132530120485,0.8825301204819277,0.25301204819277107,0.06325301204819277
015827,SCHOOL OF SCIENCE AND TECHNOLOGY,2019,Open Enrollment Charter,0,16324884,1030738,0,0,0,0,17355622,17355622,1708.1729999999998,102,393,964,61,318,9,4,1851,1851,958,51.8,314,17,131,7.1,1,0,0.055105348460291734,0.21231766612641814,0.5207995678011885,0.17179902755267423,0.8282009724473258,0.5175580767152891,0.16963803349540788,0.07077255537547272
015828,HARMONY SCIENCE ACAD (SAN ANTONIO),2019,Open Enrollment Charter,0,42693569,1661689,0,0,29963,0,44385221,44385221,4226.06,45,257,3710,48,439,7,6,4512,4512,3673,81.4,1442,32,355,7.9,1,0,0.00997340425531915,0.05695921985815603,0.8222517730496454,0.09729609929078015,0.9027039007092199,0.8140514184397163,0.3195921985815603,0.0786790780141844
015830,BROOKS ACADEMIES OF TEXAS,2019,Open Enrollment Charter,0,29500714,1499028,0,0,974000,0,31973742,31973742,3018.06,121,146,2716,42,282,7,8,3322,3322,2363,71.1,288,8.7,222,6.7,1,0,0.03642384105960265,0.04394942805538832,0.8175797712221553,0.08488862131246237,0.9151113786875377,0.7113184828416617,0.08669476219145093,0.06682721252257676
015831,SCHOOL OF SCIENCE AND TECHNOLOGY D,2019,Open Enrollment Charter,0,20789233,1454786,0,0,0,0,22244019,22244019,2172.5350000000003,120,368,1441,60,387,5,1,2382,2380,1540,64.7,294,12.4,189,7.9,1,0,0.05037783375314862,0.15449202350965574,0.6049538203190596,0.1624685138539043,0.8375314861460957,0.6470588235294118,0.12352941176470589,0.07941176470588235
015833,HENRY FORD ACADEMY ALAMEDA SCHOOL,2019,Open Enrollment Charter,0,1173259,338977,0,0,0,0,1512236,1512236,118.37799999999999,1,3,103,1,16,1,2,127,127,67,52.8,1,0.8,8,6.3,1,0,0.007874015748031496,0.023622047244094488,0.8110236220472441,0.12598425196850394,0.8740157480314961,0.5275590551181102,0.007874015748031496,0.06299212598425197
015834,BASIS TEXAS,2019,Open Enrollment Charter,0,20106069,4834296,0,0,0,0,24940365,24940365,2464.256,969,91,505,153,858,18,3,2597,2597,142,5.5,368,14.2,48,1.8,1,0,0.3731228340392761,0.03504043126684636,0.19445514054678475,0.33038120908740853,0.6696187909125915,0.05467847516365037,0.14170196380438968,0.018482864844050827
015835,GREAT HEARTS TEXAS,2019,Open Enrollment Charter,0,59028811,16230736,0,0,0,0,75259547,75259547,3437.542,468,103,1372,120,1550,2,0,3615,3615,648,17.9,180,5,207,5.7,1,0,0.12946058091286308,0.028492392807745504,0.37952973720608574,0.4287690179806362,0.5712309820193637,0.17925311203319502,0.04979253112033195,0.05726141078838174
015836,ELEANOR KOLITZ HEBREW LANGUAGE ACA,2019,Open Enrollment Charter,0,2793853,256585,0,0,9522,0,3059960,3059960,325.017,18,2,180,14,122,1,0,337,337,42,12.5,22,6.5,25,7.4,1,0,0.05341246290801187,0.005934718100890208,0.5341246290801187,0.3620178041543027,0.6379821958456974,0.12462908011869436,0.06528189910979229,0.07418397626112759
015838,COMPASS ROSE ACADEMY,2019,Open Enrollment Charter,0,1873011,1161628,0,0,0,0,3034639,3034639,175.797,3,2,176,2,10,0,0,193,193,166,86,19,9.8,22,11.4,1,0,0.015544041450777202,0.010362694300518135,0.9119170984455959,0.05181347150259067,0.9481865284974094,0.8601036269430051,0.09844559585492228,0.11398963730569948
015901,ALAMO HEIGHTS ISD,2019,Traditional ISD/CSD,34131862,3112555,7066205,13507603,92611,3000,0,57913836,57913836,4622.319,164,115,1941,54,2561,19,10,4864,4843,956,19.7,313,6.5,396,8.2,0,1,0.033717105263157895,0.023643092105263157,0.3990542763157895,0.5265213815789473,0.47347861842105265,0.19739830683460666,0.06462936196572372,0.08176749948379104
015904,HARLANDALE ISD,2019,Traditional ISD/CSD,19932049,99937064,4604271,6948882,11040792,0,61320948,142463058,203784006,12476.04,9,61,13781,16,217,2,0,14086,14073,12386,88,2415,17.2,1384,9.8,0,1,6.38932273179043e-4,0.0043305409626579585,0.9783472951867103,0.015405367031094705,0.9845946329689053,0.8801250621757977,0.1716052014495843,0.09834434733177005
015905,EDGEWOOD ISD,2019,Traditional ISD/CSD,16322157,68716964,3656048,3040678,3975931,1429548,0,97141326,97141326,8831.143000000002,51,144,9950,19,62,3,5,10234,10166,9627,94.7,2084,20.5,1034,10.2,0,1,0.0049833887043189366,0.014070744576900527,0.9722493648622239,0.006058237248387727,0.9939417627516123,0.94698012984458,0.2049970489868188,0.10171158764509149
015906,RANDOLPH FIELD ISD,2019,Traditional ISD/CSD,0,9878516,843328,0,0,15967,0,10737811,10737811,1406.942,38,292,338,175,610,3,12,1468,1467,109,7.4,2,0.1,127,8.7,0,1,0.025885558583106268,0.1989100817438692,0.23024523160762944,0.41553133514986373,0.5844686648501363,0.07430129516019086,0.0013633265167007499,0.08657123381049761
015907,SAN ANTONIO ISD,2019,Traditional ISD/CSD,210375441,207810159,15363817,75513126,1165369,2168185,46009546,512396097,558405643,42746.813,183,3057,44013,269,1164,46,13,48745,48720,44031,90.4,9572,19.6,5350,11,0,1,0.0037542312032003283,0.06271412452559237,0.9029233767565904,0.023879372243307006,0.976120627756693,0.903756157635468,0.1964696223316913,0.10981116584564861
015908,SOUTH SAN ANTONIO ISD,2019,Traditional ISD/CSD,18365140,52219509,2738739,7334432,5065316,1002995,0,86726131,86726131,7877.331,7,107,8668,18,128,7,4,8939,8934,8125,90.9,1560,17.5,925,10.4,0,1,7.830853563038371e-4,0.011970019017787225,0.96968340977738,0.014319275086698736,0.9856807249133013,0.9094470561898366,0.17461383478844864,0.10353704947391985
015909,SOMERSET ISD,2019,Traditional ISD/CSD,5998396,31370893,1052692,1395862,1658553,0,0,41476396,41476396,3744.5130000000004,5,20,3670,24,429,6,4,4158,4156,3471,83.5,680,16.4,391,9.4,0,1,0.0012025012025012026,0.00481000481000481,0.8826358826358827,0.10317460317460317,0.8968253968253969,0.8351780558229066,0.16361886429258904,0.0940808469682387
015910,NORTH EAST ISD,2019,Traditional ISD/CSD,409130475,74647604,31706238,128093436,2016104,7375008,241728815,652968865,894697680,60584.838,2432,4805,38899,2360,16450,159,81,65186,64850,31386,48.4,8588,13.2,6372,9.8,0,1,0.03730862455128402,0.07371214677998343,0.596738563495229,0.2523548001104532,0.7476451998895468,0.48397841171935235,0.13242868157286045,0.09825751734772552
015911,EAST CENTRAL ISD,2019,Traditional ISD/CSD,39607483,40356682,4721371,11403767,347247,502787,0,96939337,96939337,9173.84,52,851,7434,154,1530,12,8,10041,10029,6811,67.9,1149,11.5,1105,11,0,1,0.005178767055074196,0.08475251468977194,0.7403645055273379,0.15237526142814461,0.8476247385718554,0.6791305214876857,0.11456775351480707,0.11018047661780836
015912,SOUTHWEST ISD,2019,Traditional ISD/CSD,42415867,79379372,6210864,13534695,5069466,16189,0,146626453,146626453,12546.727,49,428,12439,104,712,23,4,13759,13733,11692,85.1,2329,17,1704,12.4,0,1,0.003561305327422051,0.031106911839523223,0.9040627952612835,0.05174794679845919,0.9482520532015408,0.8513798878613559,0.16959149493919756,0.12408068156994102
015913,LACKLAND ISD,2019,Traditional ISD/CSD,0,8549008,816190,0,0,41850,0,9407048,9407048,1005.308,18,149,271,144,484,0,10,1076,1072,196,18.3,20,1.9,135,12.6,0,1,0.016728624535315983,0.13847583643122677,0.25185873605947956,0.44981412639405205,0.550185873605948,0.1828358208955224,0.018656716417910446,0.1259328358208955
015914,FT SAM HOUSTON ISD,2019,Traditional ISD/CSD,0,11920754,2825503,0,0,364033,0,15110290,15110290,1476.438,30,247,483,161,630,14,25,1590,1586,430,27.1,36,2.3,189,11.9,0,1,0.018867924528301886,0.15534591194968553,0.30377358490566037,0.39622641509433965,0.6037735849056604,0.27112232030264816,0.02269861286254729,0.11916771752837327
015915,NORTHSIDE ISD,2019,Traditional ISD/CSD,557625639,247949299,52551097,182440458,2857374,50000,411152290,1043473867,1454626157,98226.705,3556,7017,72367,2985,20159,140,277,106501,105797,52367,49.5,9786,9.2,12831,12.1,0,1,0.0333893578464052,0.06588670528915222,0.6794959671740172,0.18928460765626615,0.8107153923437339,0.4949762280593968,0.09249789691579156,0.1212794313638383
015916,JUDSON ISD,2019,Traditional ISD/CSD,98873651,78681329,10398412,38490428,782433,6143349,0,233369602,233369602,21251.847,447,4899,13147,838,3391,69,79,22870,22848,15421,67.5,2237,9.8,2645,11.6,0,1,0.01954525579361609,0.21421075644949716,0.574857892435505,0.14827284652383035,0.8517271534761697,0.6749387254901961,0.0979079131652661,0.11576505602240897
015917,SOUTHSIDE ISD,2019,Traditional ISD/CSD,17151027,35547066,1902785,5968400,1205078,590000,0,62364356,62364356,5111.396000000001,16,76,5184,25,360,2,0,5663,5660,4661,82.3,941,16.6,614,10.8,0,1,0.0028253575843192654,0.01342044852551651,0.915415857319442,0.06357054564718347,0.9364294543528165,0.8234982332155477,0.16625441696113075,0.10848056537102474
016901,JOHNSON CITY ISD,2019,Traditional ISD/CSD,6740330,740254,469944,832614,11836,0,26235,8794978,8821213,623.653,4,0,170,18,458,0,0,650,650,256,39.4,43,6.6,64,9.8,0,1,0.006153846153846154,0,0.26153846153846155,0.7046153846153846,0.2953846153846154,0.39384615384615385,0.06615384615384616,0.09846153846153846
016902,BLANCO ISD,2019,Traditional ISD/CSD,9768734,978337,738818,1300077,24621,0,0,12810587,12810587,962.129,4,8,418,13,568,0,0,1011,1009,456,45.2,81,8,113,11.2,0,1,0.003956478733926805,0.00791295746785361,0.4134520276953511,0.5618199802176064,0.4381800197823937,0.4519326065411298,0.0802775024777007,0.11199207135777998
017901,BORDEN COUNTY ISD,2019,Traditional ISD/CSD,4869970,622004,790920,1711781,295341,202739,0,8492755,8492755,202.727,0,1,33,4,175,1,0,214,214,52,24.3,2,0.9,18,8.4,0,1,0,0.004672897196261682,0.1542056074766355,0.8177570093457944,0.1822429906542056,0.24299065420560748,0.009345794392523364,0.08411214953271028
018901,CLIFTON ISD,2019,Traditional ISD/CSD,5900329,3113279,191404,1742651,13975,206352,0,11167990,11167990,951.217,14,19,353,49,561,6,0,1002,1000,582,58.2,76,7.6,121,12.1,0,1,0.013972055888223553,0.018962075848303395,0.3522954091816367,0.5598802395209581,0.44011976047904194,0.582,0.076,0.121
018902,MERIDIAN ISD,2019,Traditional ISD/CSD,1875871,3016014,1231658,631303,14721,15845,0,6785412,6785412,441.912,3,17,164,21,272,0,0,477,474,301,63.5,26,5.5,72,15.2,0,1,0.006289308176100629,0.03563941299790356,0.3438155136268344,0.570230607966457,0.429769392033543,0.6350210970464135,0.05485232067510549,0.1518987341772152
018903,MORGAN ISD,2019,Traditional ISD/CSD,654342,990234,60357,0,0,7594,0,1712527,1712527,111.539,0,1,80,8,39,1,0,129,129,98,76,15,11.6,26,20.2,0,1,0,0.007751937984496124,0.6201550387596899,0.3023255813953488,0.6976744186046512,0.7596899224806202,0.11627906976744186,0.20155038759689922
018904,VALLEY MILLS ISD,2019,Traditional ISD/CSD,2383523,3683647,225155,887307,16397,0,0,7196029,7196029,598.1990000000001,3,20,151,25,451,0,0,650,648,380,58.6,40,6.2,83,12.8,0,1,0.004615384615384616,0.03076923076923077,0.2323076923076923,0.6938461538461539,0.30615384615384617,0.5864197530864198,0.06172839506172839,0.12808641975308643
018905,WALNUT SPRINGS ISD,2019,Traditional ISD/CSD,989874,965922,66340,0,0,8087,0,2030223,2030223,174.547,0,1,105,3,78,0,0,187,187,160,85.6,41,21.9,28,15,0,1,0,0.0053475935828877,0.5614973262032086,0.41711229946524064,0.5828877005347594,0.8556149732620321,0.2192513368983957,0.1497326203208556
018906,IREDELL ISD,2019,Traditional ISD/CSD,1354290,296099,29071,280925,65,39211,0,1999661,1999661,131.137,0,0,36,2,105,0,0,143,141,85,60.3,0,0,18,12.8,0,1,0,0,0.2517482517482518,0.7342657342657343,0.26573426573426573,0.6028368794326241,0,0.1276595744680851
018907,KOPPERL ISD,2019,Traditional ISD/CSD,1710526,737122,54910,22911,602,11910,0,2537981,2537981,185.51,0,2,20,2,177,0,0,201,201,151,75.1,3,1.5,26,12.9,0,1,0,0.009950248756218905,0.09950248756218906,0.8805970149253731,0.11940298507462686,0.7512437810945274,0.014925373134328358,0.12935323383084577
018908,CRANFILLS GAP ISD,2019,Traditional ISD/CSD,875780,778418,72284,0,0,48642,0,1775124,1775124,124.04,0,3,40,2,88,0,0,133,133,92,69.2,10,7.5,17,12.8,0,1,0,0.022556390977443608,0.3007518796992481,0.6616541353383458,0.3383458646616541,0.6917293233082706,0.07518796992481203,0.12781954887218044
019901,DEKALB ISD,2019,Traditional ISD/CSD,2303393,5717844,103842,0,0,82000,0,8207079,8207079,713.648,1,149,108,54,481,7,0,800,799,530,66.3,45,5.6,77,9.6,0,1,0.00125,0.18625,0.135,0.60125,0.39875,0.6633291614518148,0.056320400500625784,0.09637046307884856
019902,HOOKS ISD,2019,Traditional ISD/CSD,2048155,7379259,366955,408461,333012,208060,0,10743902,10743902,864.165,1,107,89,87,622,2,0,908,908,553,60.9,29,3.2,99,10.9,0,1,0.0011013215859030838,0.11784140969162996,0.09801762114537445,0.6850220264317181,0.31497797356828194,0.6090308370044053,0.031938325991189426,0.10903083700440529
019903,MAUD ISD,2019,Traditional ISD/CSD,723937,4387727,199235,31987,34845,0,0,5377731,5377731,433.183,0,23,27,22,393,2,1,468,467,293,62.7,2,0.4,51,10.9,0,1,0,0.049145299145299144,0.057692307692307696,0.8397435897435898,0.16025641025641027,0.6274089935760171,0.004282655246252677,0.10920770877944326
