DISTRICT NUMBER,DISTRICT NAME,YEAR,REPORT_CHARTER_STATUS,ALL FUNDS-LOCAL TAX REVENUE FROM M&O,ALL FUNDS-STATE REVENUE,ALL FUNDS-OTHER LOCAL & INTERMEDIATE REVENUE,ALL FUNDS-LOCAL PROPERTY TAXES FROM I&S,ALL FUNDS-STATE DEBT FUNDS,ALL FUNDS-OTHER RECEIPTS,ALL FUNDS-DEBT SERVICE FINANCING RELATED REVENUE,Revenue Sum,Revenue Sum w/ Debt,2018-2019 ADA,Asian,Black or African American,Hispanic/Latino,Two or more races,White,American Indian or Alaska Nat,Native Hawaiian/Other Pacific,Total Ethnicity,All Students Count,# Economically Disadvantaged,% Economically Disadvantaged,# LEP Students,% LEP Students,# Special Education,% Special Education,Charter Dummy,Traditional Dummy,Percent Asian,Percent Black,Percent Hispanic,Percent White,Percent Minority,Percent Econ. Disadvantaged,Percent LEP,Percent SPED
062903,YOAKUM ISD,2019,Traditional ISD/CSD,7066302,8048662,4750753,4541375,68736,203763,0,24679591,24679591,1477.03,5,121,1047,18,425,0,0,1616,1611,1125,69.8,271,16.8,244,15.1,0,1,0.003094059405940594,0.07487623762376237,0.6478960396039604,0.2629950495049505,0.7370049504950495,0.6983240223463687,0.16821849782743636,0.15145872129112353
062904,YORKTOWN ISD,2019,Traditional ISD/CSD,6780321,266717,756702,394966,2445,0,0,8201151,8201151,502.341,0,12,276,6,252,0,0,546,545,336,61.7,6,1.1,60,11,0,1,0,0.02197802197802198,0.5054945054945055,0.46153846153846156,0.5384615384615384,0.6165137614678899,0.011009174311926606,0.11009174311926606
062905,WESTHOFF ISD,2019,Traditional ISD/CSD,1540100,38396,223865,0,0,61092,0,1863453,1863453,82.712,0,1,36,2,48,0,0,87,87,60,69,7,8,4,4.6,0,1,0,0.011494252873563218,0.41379310344827586,0.5517241379310345,0.4482758620689655,0.6896551724137931,0.08045977011494253,0.04597701149425287
062906,MEYERSVILLE ISD,2019,Traditional ISD/CSD,792251,408015,101695,0,0,14849,0,1316810,1316810,117.809,0,4,28,1,99,0,0,132,132,70,53,0,0,9,6.8,0,1,0,0.030303030303030304,0.21212121212121213,0.75,0.25,0.5303030303030303,0,0.06818181818181818
063903,SPUR ISD,2019,Traditional ISD/CSD,2335004,2400171,128181,416886,5955,33843,156282,5320040,5476322,224.78,1,7,108,7,123,0,0,246,245,151,61.6,2,0.8,33,13.5,0,1,0.0040650406504065045,0.028455284552845527,0.43902439024390244,0.5,0.5,0.6163265306122448,0.00816326530612245,0.1346938775510204
063906,PATTON SPRINGS ISD,2019,Traditional ISD/CSD,977641,792124,100573,0,0,61487,0,1931825,1931825,90.01,0,3,43,0,51,0,0,97,97,80,82.5,0,0,13,13.4,0,1,0,0.030927835051546393,0.44329896907216493,0.5257731958762887,0.4742268041237113,0.8247422680412371,0,0.13402061855670103
064903,CARRIZO SPRINGS CISD,2019,Traditional ISD/CSD,19841046,1648036,1338930,3186832,8520,0,0,26023364,26023364,2014.796,8,9,2074,11,117,0,0,2219,2206,1712,77.6,127,5.8,202,9.2,0,1,0.003605227579990987,0.00405588102748986,0.9346552501126634,0.05272645335736818,0.9472735466426319,0.7760652765185857,0.05757026291931097,0.09156844968268359
065901,CLARENDON ISD,2019,Traditional ISD/CSD,1878984,3792545,277375,0,0,81238,0,6030142,6030142,415.28299999999996,0,48,58,17,337,0,2,462,459,250,54.5,0,0,45,9.8,0,1,0,0.1038961038961039,0.12554112554112554,0.7294372294372294,0.27056277056277056,0.5446623093681917,0,0.09803921568627451
065902,HEDLEY ISD,2019,Traditional ISD/CSD,632838,1149592,39367,273,0,22045,0,1844115,1844115,103.977,1,2,27,1,79,1,0,111,111,84,75.7,4,3.6,11,9.9,0,1,0.009009009009009009,0.018018018018018018,0.24324324324324326,0.7117117117117117,0.2882882882882883,0.7567567567567568,0.036036036036036036,0.0990990990990991
066005,RAMIREZ CSD,2019,Traditional ISD/CSD,275816,328540,134129,0,0,29813,0,768298,768298,22.872,0,0,27,0,0,0,0,27,27,25,92.6,12,44.4,3,11.1,0,1,0,0,1,0,1,0.9259259259259259,0.4444444444444444,0.1111111111111111
066901,BENAVIDES ISD,2019,Traditional ISD/CSD,2239241,1975255,487093,556876,9095,0,0,5267560,5267560,293.835,0,0,318,0,1,0,0,319,319,262,82.1,14,4.4,41,12.9,0,1,0,0,0.9968652037617555,0.003134796238244514,0.9968652037617555,0.8213166144200627,0.0438871473354232,0.12852664576802508
066902,SAN DIEGO ISD,2019,Traditional ISD/CSD,2014546,10692965,947692,689770,896983,0,896983,15241956,16138939,1293.618,1,2,1446,0,28,0,0,1477,1475,1181,80.1,24,1.6,144,9.8,0,1,6.770480704129993e-4,0.0013540961408259986,0.979011509817197,0.018957345971563982,0.981042654028436,0.800677966101695,0.016271186440677966,0.0976271186440678
066903,FREER ISD,2019,Traditional ISD/CSD,2770698,6063130,273297,1216986,27694,1889508,290000,12241313,12531313,710.3219999999999,2,1,747,2,69,1,0,822,821,611,74.4,35,4.3,120,14.6,0,1,0.0024330900243309003,0.0012165450121654502,0.9087591240875912,0.08394160583941605,0.916058394160584,0.7442143727161997,0.04263093788063337,0.146163215590743
067902,CISCO ISD,2019,Traditional ISD/CSD,6063651,3705704,308088,0,0,61828,0,10139271,10139271,814.5509999999999,10,18,157,15,659,7,0,866,864,494,57.2,11,1.3,103,11.9,0,1,0.011547344110854504,0.020785219399538105,0.1812933025404157,0.7609699769053118,0.2390300230946882,0.5717592592592593,0.01273148148148148,0.11921296296296297
067903,EASTLAND ISD,2019,Traditional ISD/CSD,5119228,4892993,441177,963286,0,19,0,11416703,11416703,1040.043,12,10,303,15,793,1,0,1134,1132,661,58.4,80,7.1,116,10.2,0,1,0.010582010582010581,0.008818342151675485,0.2671957671957672,0.699294532627866,0.30070546737213405,0.583922261484099,0.0706713780918728,0.10247349823321555
067904,GORMAN ISD,2019,Traditional ISD/CSD,1230035,1958795,754172,276872,8687,199511,0,4428072,4428072,276.562,0,3,105,6,190,0,0,304,304,215,70.7,14,4.6,44,14.5,0,1,0,0.009868421052631578,0.34539473684210525,0.625,0.375,0.7072368421052632,0.046052631578947366,0.14473684210526316
067907,RANGER ISD,2019,Traditional ISD/CSD,1497531,2208343,174635,0,0,11315,0,3891824,3891824,324.39599999999996,2,5,90,3,258,6,0,364,363,278,76.6,9,2.5,59,16.3,0,1,0.005494505494505495,0.013736263736263736,0.24725274725274726,0.7087912087912088,0.29120879120879123,0.7658402203856749,0.024793388429752067,0.162534435261708
067908,RISING STAR ISD,2019,Traditional ISD/CSD,630169,1302834,69447,0,0,0,0,2002450,2002450,153.476,1,3,33,3,127,0,0,167,166,117,70.5,8,4.8,14,8.4,0,1,0.005988023952095809,0.017964071856287425,0.19760479041916168,0.7604790419161677,0.23952095808383234,0.7048192771084337,0.04819277108433735,0.08433734939759036
068802,COMPASS ACADEMY CHARTER SCHOOL,2019,Open Enrollment Charter,0,9105582,566924,0,0,0,0,9672506,9672506,1062.636,2,20,424,8,658,4,0,1116,1116,146,13.1,3,0.3,83,7.4,1,0,0.0017921146953405018,0.017921146953405017,0.37992831541218636,0.589605734767025,0.4103942652329749,0.13082437275985664,0.002688172043010753,0.07437275985663082
068803,UTPB STEM ACADEMY,2019,Open Enrollment Charter,0,5765492,48018,0,0,0,0,5813510,5813510,686.376,11,6,327,17,356,3,1,721,721,137,19,19,2.6,35,4.9,1,0,0.015256588072122053,0.008321775312066574,0.4535367545076283,0.49375866851595007,0.5062413314840499,0.1900138696255201,0.026352288488210817,0.04854368932038835
068901,ECTOR COUNTY ISD,2019,Traditional ISD/CSD,153402638,111392562,16345057,14524002,288375,533618,0,296486252,296486252,29826.605,293,1296,25372,365,5757,91,94,33268,33159,18698,56.4,6166,18.6,2839,8.6,0,1,0.008807262233978598,0.03895635445473127,0.7626548034146928,0.173049176385716,0.826950823614284,0.5638891402032631,0.18595253174100546,0.08561778099460177
069901,ROCKSPRINGS ISD,2019,Traditional ISD/CSD,3227778,489576,134408,349067,2943,107185,0,4310957,4310957,272.60200000000003,0,0,235,0,71,0,0,306,303,214,70.6,22,7.3,42,13.9,0,1,0,0,0.7679738562091504,0.23202614379084968,0.7679738562091504,0.7062706270627063,0.07260726072607261,0.13861386138613863
069902,NUECES CANYON CISD,2019,Traditional ISD/CSD,2883120,565413,71360,0,0,0,0,3519893,3519893,254.45200000000003,0,0,118,7,154,1,0,280,279,199,71.3,4,1.4,29,10.4,0,1,0,0,0.42142857142857143,0.55,0.45,0.7132616487455197,0.014336917562724014,0.1039426523297491
070801,WAXAHACHIE FAITH FAMILY ACADEMY,2019,Open Enrollment Charter,0,4151977,44081,0,0,0,0,4196058,4196058,2360.508,0,785,1747,15,95,4,0,2646,2646,2598,98.2,1345,50.8,152,5.7,1,0,0,0.29667422524565384,0.6602418745275889,0.035903250188964474,0.9640967498110355,0.981859410430839,0.5083144368858654,0.05744520030234316
070901,AVALON ISD,2019,Traditional ISD/CSD,440754,3574409,68466,23604,62774,0,0,4170007,4170007,448.018,0,6,133,4,218,0,1,362,362,238,65.7,18,5,46,12.7,0,1,0,0.016574585635359115,0.3674033149171271,0.6022099447513812,0.39779005524861877,0.6574585635359116,0.049723756906077346,0.1270718232044199
070903,ENNIS ISD,2019,Traditional ISD/CSD,24011415,25123334,1997733,7784369,182434,0,2031821,59099285,61131106,5331.472,25,727,3289,71,1699,8,31,5850,5818,4254,73.1,850,14.6,600,10.3,0,1,0.004273504273504274,0.12427350427350427,0.5622222222222222,0.2904273504273504,0.7095726495726495,0.7311790993468545,0.14609831557236164,0.10312822275696115
070905,FERRIS ISD,2019,Traditional ISD/CSD,4746168,20412687,793958,1436990,1016531,2150375,0,30556709,30556709,2448.2679999999996,12,162,1905,31,587,9,3,2709,2706,2172,80.3,797,29.5,311,11.5,0,1,0.004429678848283499,0.059800664451827246,0.7032115171650055,0.21668512366186785,0.7833148763381321,0.802660753880266,0.2945306725794531,0.11492978566149298
070907,ITALY ISD,2019,Traditional ISD/CSD,1490181,6229972,539703,456434,305267,1226,0,9022783,9022783,560.039,0,74,193,18,315,2,0,602,602,402,66.8,48,8,82,13.6,0,1,0,0.12292358803986711,0.32059800664451826,0.5232558139534884,0.47674418604651164,0.6677740863787376,0.07973421926910298,0.1362126245847176
070908,MIDLOTHIAN ISD,2019,Traditional ISD/CSD,41615613,27850483,12269045,22840551,420027,0,38411307,104995719,143407026,8966.096,102,707,2050,435,6058,34,3,9389,9355,2127,22.7,349,3.7,988,10.6,0,1,0.010863776760038343,0.07530088401320695,0.2183406113537118,0.6452231334540419,0.354776866545958,0.2273650454302512,0.037306253340459644,0.10561197220737574
070909,MILFORD ISD,2019,Traditional ISD/CSD,989015,2223816,80545,689,0,0,0,3294065,3294065,243.653,0,55,92,18,100,1,0,266,265,184,69.4,42,15.8,38,14.3,0,1,0,0.20676691729323307,0.3458646616541353,0.37593984962406013,0.6240601503759399,0.6943396226415094,0.15849056603773584,0.14339622641509434
070910,PALMER ISD,2019,Traditional ISD/CSD,3366773,8720877,582785,785149,487068,1328000,0,15270652,15270652,1147.629,5,21,517,26,655,2,0,1226,1225,709,57.9,127,10.4,192,15.7,0,1,0.004078303425774877,0.017128874388254486,0.42169657422512236,0.534257748776509,0.46574225122349105,0.5787755102040816,0.1036734693877551,0.156734693877551
070911,RED OAK ISD,2019,Traditional ISD/CSD,20969259,29318529,4005727,6836355,1170673,0,18259897,62300543,80560440,5597.374,49,1394,2165,169,2077,33,4,5891,5880,2854,48.5,669,11.4,688,11.7,0,1,0.008317772873875404,0.23663215073841454,0.36750976065184177,0.3525717195722288,0.6474282804277712,0.4853741496598639,0.11377551020408164,0.11700680272108843
070912,WAXAHACHIE ISD,2019,Traditional ISD/CSD,46253334,33991637,4290876,15403575,346135,2636971,2913,102922528,102925441,8428.552,46,1131,3022,270,4371,77,20,8937,8915,4239,47.5,767,8.6,1158,13,0,1,0.00514714109880273,0.1265525344075193,0.33814479131699676,0.4890902987579725,0.5109097012420275,0.4754907459338194,0.0860347728547392,0.12989343802579922
070915,MAYPEARL ISD,2019,Traditional ISD/CSD,3729926,6504154,514133,936414,235983,0,0,11920610,11920610,1092.027,6,22,246,22,883,3,2,1184,1184,486,41,70,5.9,90,7.6,0,1,0.005067567567567568,0.018581081081081082,0.20777027027027026,0.745777027027027,0.25422297297297297,0.41047297297297297,0.05912162162162162,0.07601351351351351
071801,BURNHAM WOOD CHARTER SCHOOL DISTRI,2019,Open Enrollment Charter,0,8276780,370896,0,0,450129,0,9097805,9097805,828.414,9,22,739,7,71,1,1,850,849,484,57,264,31.1,50,5.9,1,0,0.010588235294117647,0.02588235294117647,0.8694117647058823,0.08352941176470588,0.9164705882352941,0.5700824499411072,0.31095406360424027,0.05889281507656066
071803,PASO DEL NORTE ACADEMY CHARTER DIS,2019,Open Enrollment Charter,0,2144507,35162,0,0,0,0,2179669,2179669,197.304,0,0,219,0,2,0,0,221,219,207,94.5,54,24.7,17,7.8,1,0,0,0,0.9909502262443439,0.00904977375565611,0.9909502262443439,0.9452054794520548,0.2465753424657534,0.0776255707762557
071804,EL PASO ACADEMY,2019,Open Enrollment Charter,0,3020944,97428,0,0,0,0,3118372,3118372,286.024,1,2,342,2,17,0,0,364,363,243,66.9,26,7.2,28,7.7,1,0,0.0027472527472527475,0.005494505494505495,0.9395604395604396,0.046703296703296704,0.9532967032967034,0.6694214876033058,0.07162534435261708,0.07713498622589532
071806,HARMONY SCIENCE ACAD (EL PASO),2019,Open Enrollment Charter,0,33109727,1235014,0,0,108891,0,34453632,34453632,3354.8410000000003,25,166,2672,41,655,5,1,3565,3565,2543,71.3,815,22.9,354,9.9,1,0,0.0070126227208976155,0.046563814866760166,0.7495091164095372,0.18373071528751753,0.8162692847124825,0.7133239831697055,0.22861150070126227,0.09929873772791024
071807,LA FE PREPARATORY SCHOOL,2019,Open Enrollment Charter,0,2160406,155423,0,0,0,0,2315829,2315829,205.818,0,0,232,0,3,0,0,235,235,227,96.6,190,80.9,10,4.3,1,0,0,0,0.9872340425531915,0.01276595744680851,0.9872340425531915,0.9659574468085106,0.8085106382978723,0.0425531914893617
071809,VISTA DEL FUTURO CHARTER SCHOOL,2019,Open Enrollment Charter,0,3032595,249339,0,0,0,0,3281934,3281934,318.131,5,10,330,4,16,3,0,368,366,222,60.7,100,27.3,16,4.4,1,0,0.01358695652173913,0.02717391304347826,0.8967391304347826,0.043478260869565216,0.9565217391304348,0.6065573770491803,0.273224043715847,0.04371584699453552
071810,EL PASO LEADERSHIP ACADEMY,2019,Open Enrollment Charter,0,2062040,55941,0,0,135879,0,2253860,2253860,197.155,0,1,204,0,1,1,0,207,207,191,92.3,88,42.5,19,9.2,1,0,0,0.004830917874396135,0.9855072463768116,0.004830917874396135,0.9951690821256038,0.9227053140096618,0.4251207729468599,0.09178743961352658
071901,CLINT ISD,2019,Traditional ISD/CSD,15823925,91173220,2295092,3559992,9815353,415634,0,123083216,123083216,10536.06,13,42,10815,68,407,38,5,11388,11346,9824,86.6,4183,36.9,966,8.5,0,1,0.001141552511415525,0.0036880927291886197,0.9496838777660696,0.03573937478047067,0.9642606252195294,0.8658558082143487,0.3686761854398026,0.08514013749338974
071902,EL PASO ISD,2019,Traditional ISD/CSD,189992618,300060565,10273396,23634983,5124112,14563316,1311267,543648990,544960257,51960.255,698,1957,47985,950,5400,114,211,57315,57178,42659,74.6,17348,30.3,6287,11,0,1,0.012178312832591817,0.03414463927418651,0.8372153886417169,0.0942161737764983,0.9057838262235017,0.7460736646962118,0.3034034069047536,0.10995487775018364
071903,FABENS ISD,2019,Traditional ISD/CSD,2271699,19449937,194522,342136,1665396,8458,0,23932148,23932148,2089.012,0,0,2221,1,17,0,0,2239,2235,2016,90.2,1052,47.1,276,12.3,0,1,0,0,0.991960696739616,0.007592675301473872,0.9924073246985261,0.9020134228187919,0.47069351230425055,0.12348993288590604
071904,SAN ELIZARIO ISD,2019,Traditional ISD/CSD,2543383,30992065,630182,279137,1368695,10745,0,35824207,35824207,3295.0530000000003,0,2,3649,0,16,1,0,3668,3663,3376,92.2,1952,53.3,406,11.1,0,1,0,5.452562704471102e-4,0.9948200654307524,0.004362050163576881,0.9956379498364231,0.9216489216489216,0.5328965328965329,0.11083811083811083
071905,YSLETA ISD,2019,Traditional ISD/CSD,79913290,275195889,7329499,20113610,18605556,430500,1901836,401588344,403490180,37745.439,117,577,38881,88,1284,63,54,41064,41036,32773,79.9,11131,27.1,5162,12.6,0,1,0.0028492109877264757,0.014051237093317749,0.9468390804597702,0.031268264172998245,0.9687317358270018,0.7986402183448679,0.271249634467297,0.1257919875231504
071906,ANTHONY ISD,2019,Traditional ISD/CSD,2054288,6108911,153333,342469,149084,0,0,8808085,8808085,764.6940000000001,0,2,817,3,21,0,0,843,841,841,100,212,25.2,88,10.5,0,1,0,0.002372479240806643,0.9691577698695136,0.02491103202846975,0.9750889679715302,1,0.2520808561236623,0.10463733650416171
071907,CANUTILLO ISD,2019,Traditional ISD/CSD,26504970,31341491,1185854,8239639,391122,186661,0,67849737,67849737,5776.433999999999,26,57,5836,28,289,9,1,6246,6223,4101,65.9,1941,31.2,593,9.5,0,1,0.004162664105027218,0.009125840537944284,0.9343579891130324,0.0462696125520333,0.9537303874479667,0.6590069098505544,0.3119074401414109,0.09529165997107504
071908,TORNILLO ISD,2019,Traditional ISD/CSD,817179,9681267,402537,237002,930026,0,0,12068011,12068011,954.2740000000001,0,0,1022,0,2,1,0,1025,1021,958,93.8,602,59,69,6.8,0,1,0,0,0.9970731707317073,0.001951219512195122,0.9980487804878049,0.9382957884427032,0.5896180215475024,0.06758080313418217
071909,SOCORRO ISD,2019,Traditional ISD/CSD,99968693,260481027,6957063,41723648,20253644,957960,1240406,430342035,431582441,43248.46,263,1063,43184,361,1762,75,106,46814,46618,34428,73.9,10960,23.5,4811,10.3,0,1,0.0056179775280898875,0.02270688255650019,0.9224590934335882,0.0376383133250737,0.9623616866749263,0.7385130207216096,0.23510232099189154,0.103200480501094
072801,PREMIER HIGH SCHOOLS,2019,Open Enrollment Charter,0,46852391,561204,0,0,0,0,47413595,47413595,4327.599,38,563,2834,146,1911,23,8,5523,5509,3203,58.1,963,17.5,763,13.9,1,0,0.006880318667390911,0.10193735288792323,0.5131269237733116,0.34600760456273766,0.6539923954372624,0.5814122345253222,0.17480486476674534,0.13850063532401524
072802,ERATH EXCELS ACADEMY INC,2019,Open Enrollment Charter,0,1094209,24107,0,0,9337,0,1127653,1127653,109.013,2,4,59,1,56,1,0,123,122,122,100,7,5.7,13,10.7,1,0,0.016260162601626018,0.032520325203252036,0.4796747967479675,0.45528455284552843,0.5447154471544715,1,0.05737704918032787,0.10655737704918032
072901,THREE WAY ISD,2019,Traditional ISD/CSD,551830,1032338,55024,0,0,0,0,1639192,1639192,144.474,0,0,82,3,78,0,0,163,162,124,76.5,24,14.8,4,2.5,0,1,0,0,0.5030674846625767,0.4785276073619632,0.5214723926380368,0.7654320987654321,0.14814814814814814,0.024691358024691357
072902,DUBLIN ISD,2019,Traditional ISD/CSD,4016946,7248376,974184,566556,64162,24543,521500,12894767,13416267,1084.1919999999998,6,7,705,18,470,3,0,1209,1206,881,73.1,224,18.6,87,7.2,0,1,0.004962779156327543,0.005789909015715467,0.5831265508684863,0.38875103391232424,0.6112489660876758,0.7305140961857379,0.1857379767827529,0.07213930348258707
072903,STEPHENVILLE ISD,2019,Traditional ISD/CSD,18723438,10225027,1738769,5047554,41657,511052,0,36287497,36287497,3466.287,52,45,1258,92,2235,15,0,3697,3682,1693,46,398,10.8,323,8.8,0,1,0.014065458479848527,0.012172031376791993,0.34027589937787395,0.6045442250473356,0.3954557749526643,0.45980445410103205,0.10809342748506247,0.08772406300923412
072904,BLUFF DALE ISD,2019,Traditional ISD/CSD,1778290,625399,79312,306971,51,455365,0,3245388,3245388,208.602,0,0,13,1,220,3,0,237,237,93,39.2,0,0,11,4.6,0,1,0,0,0.05485232067510549,0.9282700421940928,0.07172995780590717,0.3924050632911392,0,0.046413502109704644
072908,HUCKABAY ISD,2019,Traditional ISD/CSD,1765209,556831,1327078,0,0,171299,0,3820417,3820417,215.82000000000002,1,0,41,6,185,3,0,236,236,75,31.8,2,0.8,12,5.1,0,1,0.00423728813559322,0,0.17372881355932204,0.7838983050847458,0.21610169491525424,0.3177966101694915,0.00847457627118644,0.05084745762711865
072909,LINGLEVILLE ISD,2019,Traditional ISD/CSD,929735,2138414,87108,99999,19677,250000,328485,3524933,3853418,257.47599999999994,0,1,143,1,134,0,0,279,279,142,50.9,56,20.1,23,8.2,0,1,0,0.0035842293906810036,0.5125448028673835,0.48028673835125446,0.5197132616487455,0.5089605734767025,0.2007168458781362,0.08243727598566308
072910,MORGAN MILL ISD,2019,Traditional ISD/CSD,969189,162936,54858,0,0,641,0,1187624,1187624,104.30499999999999,0,0,22,2,99,0,0,123,123,63,51.2,0,0,8,6.5,0,1,0,0,0.17886178861788618,0.8048780487804879,0.1951219512195122,0.5121951219512195,0,0.06504065040650407
073901,CHILTON ISD,2019,Traditional ISD/CSD,691347,4859386,174980,151214,222361,0,0,6099288,6099288,477.83099999999996,1,91,325,12,98,0,1,528,528,460,87.1,100,18.9,70,13.3,0,1,0.001893939393939394,0.17234848484848486,0.615530303030303,0.1856060606060606,0.8143939393939394,0.8712121212121212,0.1893939393939394,0.13257575757575757
073903,MARLIN ISD,2019,Traditional ISD/CSD,2965741,6846239,2157246,9524,0,63059,0,12041809,12041809,793.4399999999999,4,493,296,15,70,2,0,880,880,877,99.7,136,15.5,95,10.8,0,1,0.004545454545454545,0.5602272727272727,0.33636363636363636,0.07954545454545454,0.9204545454545454,0.9965909090909091,0.15454545454545454,0.10795454545454546
073904,WESTPHALIA ISD,2019,Traditional ISD/CSD,193334,1532305,146289,0,0,0,0,1871928,1871928,152.511,0,2,16,3,133,1,0,155,155,32,20.6,1,0.6,18,11.6,0,1,0,0.012903225806451613,0.1032258064516129,0.8580645161290322,0.14193548387096774,0.2064516129032258,0.0064516129032258064,0.11612903225806452
073905,ROSEBUD-LOTT ISD,2019,Traditional ISD/CSD,2165902,4769678,414201,552746,0,66000,0,7968527,7968527,610.6419999999999,1,79,232,33,337,0,0,682,679,394,58,29,4.3,92,13.5,0,1,0.001466275659824047,0.1158357771260997,0.34017595307917886,0.4941348973607038,0.5058651026392962,0.5802650957290133,0.042709867452135494,0.13549337260677466
074903,BONHAM ISD,2019,Traditional ISD/CSD,7335704,8474264,2371856,2381231,40344,33527,0,20636926,20636926,1690.9270000000001,11,135,527,101,1090,21,2,1887,1882,1282,68.1,264,14,259,13.8,0,1,0.005829358770535241,0.07154213036565978,0.27927927927927926,0.5776364599894012,0.42236354001059884,0.6811902231668437,0.14027630180658873,0.13761955366631243
074904,DODD CITY ISD,2019,Traditional ISD/CSD,682351,2946206,293485,140178,177392,0,0,4239612,4239612,351.113,2,0,30,11,339,2,0,384,383,156,40.7,11,2.9,27,7,0,1,0.005208333333333333,0,0.078125,0.8828125,0.1171875,0.4073107049608355,0.028720626631853787,0.07049608355091384
074905,ECTOR ISD,2019,Traditional ISD/CSD,575160,2404162,88289,64580,109316,0,0,3241507,3241507,245.534,4,3,21,11,221,0,0,260,260,153,58.8,1,0.4,40,15.4,0,1,0.015384615384615385,0.011538461538461539,0.08076923076923077,0.85,0.15,0.5884615384615385,0.0038461538461538464,0.15384615384615385
074907,HONEY GROVE ISD,2019,Traditional ISD/CSD,1966366,4525865,720917,615110,96871,678375,0,8603504,8603504,598.538,0,51,138,43,409,5,0,646,645,387,60,54,8.4,96,14.9,0,1,0,0.07894736842105263,0.21362229102167182,0.6331269349845201,0.3668730650154799,0.6,0.08372093023255814,0.14883720930232558
074909,LEONARD ISD,2019,Traditional ISD/CSD,2468294,6384452,484595,0,0,5764,0,9343105,9343105,814.637,0,16,165,55,631,9,2,878,878,502,57.2,51,5.8,84,9.6,0,1,0,0.018223234624145785,0.18792710706150342,0.7186788154897494,0.28132118451025057,0.571753986332574,0.05808656036446469,0.09567198177676538
074911,SAVOY ISD,2019,Traditional ISD/CSD,1298034,2357809,183015,314451,39186,28621,0,4221116,4221116,296.99399999999997,4,3,38,17,255,5,0,322,322,173,53.7,5,1.6,38,11.8,0,1,0.012422360248447204,0.009316770186335404,0.11801242236024845,0.7919254658385093,0.2080745341614907,0.5372670807453416,0.015527950310559006,0.11801242236024845
074912,TRENTON ISD,2019,Traditional ISD/CSD,2548275,3949369,245825,549097,48638,0,0,7341204,7341204,567.5319999999999,2,10,123,15,447,3,0,600,600,237,39.5,36,6,59,9.8,0,1,0.0033333333333333335,0.016666666666666666,0.205,0.745,0.255,0.395,0.06,0.09833333333333333
074917,SAM RAYBURN ISD,2019,Traditional ISD/CSD,1366497,4104262,308086,192816,100129,6132,0,6077922,6077922,495.78099999999995,1,5,50,17,467,1,0,541,541,263,48.6,24,4.4,58,10.7,0,1,0.0018484288354898336,0.009242144177449169,0.09242144177449169,0.8632162661737524,0.1367837338262477,0.48613678373382624,0.04436229205175601,0.10720887245841035
075901,FLATONIA ISD,2019,Traditional ISD/CSD,5123652,1559182,415982,636501,6756,339537,215098,8081610,8296708,553.4319999999999,1,26,332,7,237,0,0,603,600,341,56.8,32,5.3,64,10.7,0,1,0.001658374792703151,0.04311774461028192,0.5505804311774462,0.39303482587064675,0.6069651741293532,0.5683333333333334,0.05333333333333334,0.10666666666666667
075902,LA GRANGE ISD,2019,Traditional ISD/CSD,12048176,4768518,2161004,2749056,0,147013,0,21873767,21873767,1810.545,6,175,730,48,949,7,0,1915,1907,1062,55.7,256,13.4,170,8.9,0,1,0.003133159268929504,0.09138381201044386,0.381201044386423,0.4955613577023499,0.5044386422976501,0.5568956476140535,0.13424226533822758,0.08914525432616675
075903,SCHULENBURG ISD,2019,Traditional ISD/CSD,5183090,2132120,515842,1025785,12468,569192,0,9438497,9438497,671.489,5,109,306,22,287,3,0,732,726,423,58.3,73,10.1,107,14.7,0,1,0.006830601092896175,0.1489071038251366,0.4180327868852459,0.39207650273224043,0.6079234972677595,0.5826446280991735,0.10055096418732783,0.14738292011019283
075906,FAYETTEVILLE ISD,2019,Traditional ISD/CSD,2183176,418260,281868,612223,0,6952,0,3502479,3502479,232.592,1,6,41,3,200,0,0,251,251,78,31.1,13,5.2,14,5.6,0,1,0.00398406374501992,0.02390438247011952,0.16334661354581673,0.796812749003984,0.20318725099601595,0.3107569721115538,0.05179282868525897,0.055776892430278883
075908,ROUND TOP-CARMINE ISD,2019,Traditional ISD/CSD,3188596,308687,219740,274660,0,61750,0,4053433,4053433,251.431,0,11,68,9,178,1,0,267,267,110,41.2,31,11.6,25,9.4,0,1,0,0.04119850187265917,0.2546816479400749,0.6666666666666666,0.3333333333333333,0.41198501872659177,0.11610486891385768,0.09363295880149813
076903,ROBY CISD,2019,Traditional ISD/CSD,1441925,1939830,120498,0,0,30388,0,3532641,3532641,265.564,0,6,83,4,204,0,0,297,296,132,44.6,15,5.1,25,8.4,0,1,0,0.020202020202020204,0.27946127946127947,0.6868686868686869,0.31313131313131315,0.44594594594594594,0.05067567567567568,0.08445945945945946
076904,ROTAN ISD,2019,Traditional ISD/CSD,1591255,1766514,327543,403,0,22688,0,3708403,3708403,233.292,0,12,124,8,112,1,0,257,255,171,67.1,7,2.7,25,9.8,0,1,0,0.04669260700389105,0.48249027237354086,0.4357976653696498,0.5642023346303502,0.6705882352941176,0.027450980392156862,0.09803921568627451
